user_id,signup_date,country,acquisition_channel
5504,2025-04-06,India,Organic
5505,2025-08-17,Canada,Facebook
5506,2025-07-21,Canada,Google Ads
5507,2025-07-31,India,Organic
5508,2025-01-06,India,Organic
5509,2025-04-22,Canada,Google Ads
5510,2025-11-19,USA,Google Ads
5511,2025-04-16,India,Google Ads
5512,2025-05-19,Germany,Organic
5513,2025-10-26,Germany,Referral
5514,2025-04-06,USA,Google Ads
5515,2025-12-03,UK,Facebook
5516,2025-10-24,USA,Referral
5517,2025-08-02,Canada,Facebook
5518,2025-10-18,UK,Organic
5519,2025-01-22,Canada,Google Ads
5520,2025-07-12,Germany,Facebook
5521,2025-05-30,India,Facebook
5522,2025-09-04,Canada,Organic
5523,2025-09-24,Germany,Google Ads
5524,2025-09-08,USA,Google Ads
5525,2025-01-03,Canada,Facebook
5526,2025-11-12,Germany,Organic
5527,2025-03-17,India,Referral
5528,2025-03-28,Canada,Organic
5529,2025-09-27,Germany,Google Ads
5530,2025-08-13,Canada,Referral
5531,2025-01-18,India,Google Ads
5532,2025-04-23,Canada,Facebook
5533,2025-09-08,Canada,Organic
5534,2025-08-21,Germany,Google Ads
5535,2025-11-25,UK,Google Ads
5536,2025-10-06,Canada,Facebook
5537,2025-07-21,UK,Organic
5538,2025-03-24,USA,Facebook
5539,2025-05-05,Canada,Facebook
5540,2025-06-24,UK,Organic
5541,2025-03-10,USA,Organic
5542,2025-02-16,Germany,Organic
5543,2025-09-13,Canada,Facebook
5544,2025-08-03,Germany,Google Ads
5545,2025-01-30,USA,Google Ads
5546,2025-10-08,Germany,Organic
5547,2025-08-25,Germany,Organic
5548,2025-09-05,India,Referral
5549,2025-01-25,USA,Google Ads
5550,2025-03-15,Germany,Google Ads
5551,2025-07-25,UK,Google Ads
5552,2025-11-10,USA,Google Ads
5553,2025-04-04,India,Facebook
5554,2025-05-07,Canada,Referral
5555,2025-01-25,Germany,Organic
5556,2025-11-30,UK,Facebook
5557,2025-12-21,India,Organic
5558,2025-04-26,USA,Google Ads
5559,2025-02-17,Germany,Organic
5560,2025-08-14,India,Organic
5561,2025-09-23,India,Google Ads
5562,2025-04-09,UK,Organic
5563,2025-01-11,Canada,Organic
5564,2025-03-26,Canada,Google Ads
5565,2025-08-02,Canada,Google Ads
5566,2025-06-22,USA,Facebook
5567,2025-07-28,India,Google Ads
5568,2025-03-05,USA,Google Ads
5569,2025-09-15,India,Organic
5570,2025-11-28,UK,Facebook
5571,2025-05-01,UK,Organic
5572,2025-10-25,USA,Referral
5573,2025-02-23,USA,Organic
5574,2025-11-27,UK,Organic
5575,2025-09-29,Germany,Organic
5576,2025-08-29,Canada,Organic
5577,2025-08-31,Canada,Google Ads
5578,2025-01-18,UK,Facebook
5579,2025-07-06,Canada,Organic
5580,2025-12-12,Germany,Organic
5581,2025-05-24,Germany,Referral
5582,2025-09-19,India,Organic
5583,2025-12-30,USA,Referral
5584,2025-08-27,Canada,Google Ads
5585,2025-10-31,Germany,Organic
5586,2025-10-25,USA,Referral
5587,2025-03-17,USA,Google Ads
5588,2025-07-07,India,Google Ads
5589,2025-11-29,USA,Facebook
5590,2025-09-03,USA,Organic
5591,2025-05-10,UK,Google Ads
5592,2025-11-11,India,Organic
5593,2025-10-10,India,Google Ads
5594,2025-03-20,Canada,Facebook
5595,2025-03-13,USA,Referral
5596,2025-09-20,Canada,Google Ads
5597,2025-07-10,Germany,Google Ads
5598,2025-03-04,USA,Facebook
5599,2025-01-12,Germany,Organic
5600,2025-05-21,UK,Google Ads
5601,2025-09-11,USA,Facebook
5602,2025-02-12,Canada,Referral
5603,2025-01-17,Canada,Facebook
5604,2025-03-04,USA,Facebook
5605,2025-09-10,Canada,Facebook
5606,2025-10-19,USA,Facebook
5607,2025-01-08,India,Google Ads
5608,2025-11-21,Canada,Organic
5609,2025-03-31,USA,Referral
5610,2025-07-27,USA,Google Ads
5611,2025-10-19,Canada,Organic
5612,2025-10-11,India,Google Ads
5613,2025-04-28,Canada,Organic
5614,2025-12-15,USA,Facebook
5615,2025-06-24,India,Facebook
5616,2025-03-17,Germany,Facebook
5617,2025-04-11,UK,Google Ads
5618,2025-05-31,Canada,Organic
5619,2025-09-27,USA,Organic
5620,2025-03-12,India,Google Ads
5621,2025-06-29,India,Referral
5622,2025-05-04,Germany,Google Ads
5623,2025-10-20,Canada,Organic
5624,2025-10-12,India,Facebook
5625,2025-07-14,Germany,Facebook
5626,2025-08-16,USA,Google Ads
5627,2025-10-02,Germany,Facebook
5628,2025-04-16,Canada,Google Ads
5629,2025-01-21,Germany,Organic
5630,2025-03-05,India,Organic
5631,2025-06-14,India,Organic
5632,2025-01-27,UK,Referral
5633,2025-11-07,Germany,Referral
5634,2025-10-12,USA,Organic
5635,2025-05-28,Canada,Organic
5636,2025-10-08,UK,Google Ads
5637,2025-11-22,Germany,Organic
5638,2025-11-15,USA,Organic
5639,2025-06-13,UK,Google Ads
5640,2025-08-12,India,Facebook
5641,2025-09-29,Canada,Referral
5642,2025-05-26,Germany,Google Ads
5643,2025-12-22,USA,Facebook
5644,2025-01-30,India,Facebook
5645,2025-02-14,UK,Facebook
5646,2025-10-02,Canada,Google Ads
5647,2025-02-03,UK,Google Ads
5648,2025-05-21,UK,Google Ads
5649,2025-11-14,USA,Referral
5650,2025-08-09,India,Facebook
5651,2025-12-22,Germany,Facebook
5652,2025-01-22,USA,Facebook
5653,2025-06-29,Canada,Google Ads
5654,2025-11-25,UK,Referral
5655,2025-08-19,Canada,Organic
5656,2025-02-07,USA,Facebook
5657,2025-03-11,USA,Facebook
5658,2025-04-26,Germany,Organic
5659,2025-08-27,UK,Facebook
5660,2025-12-01,USA,Google Ads
5661,2025-05-28,Canada,Facebook
5662,2025-01-09,Germany,Referral
5663,2025-10-15,Canada,Google Ads
5664,2025-02-19,UK,Facebook
5665,2025-12-04,Germany,Google Ads
5666,2025-01-05,Germany,Google Ads
5667,2025-12-09,Germany,Organic
5668,2025-05-06,India,Google Ads
5669,2025-03-16,Germany,Referral
5670,2025-06-14,Canada,Facebook
5671,2025-10-05,Canada,Google Ads
5672,2025-11-20,UK,Facebook
5673,2025-10-27,USA,Organic
5674,2025-10-17,USA,Google Ads
5675,2025-03-18,India,Facebook
5676,2025-10-25,Germany,Organic
5677,2025-05-17,India,Google Ads
5678,2025-04-16,UK,Referral
5679,2025-04-05,UK,Google Ads
5680,2025-05-15,USA,Google Ads
5681,2025-03-09,UK,Organic
5682,2025-05-27,Germany,Google Ads
5683,2025-06-08,Canada,Organic
5684,2025-06-12,UK,Facebook
5685,2025-12-07,India,Google Ads
5686,2025-07-08,Germany,Referral
5687,2025-12-05,UK,Organic
5688,2025-04-05,UK,Facebook
5689,2025-06-30,Germany,Facebook
5690,2025-10-15,UK,Google Ads
5691,2025-11-18,Canada,Organic
5692,2025-07-06,USA,Organic
5693,2025-05-18,Germany,Google Ads
5694,2025-05-10,India,Facebook
5695,2025-07-13,UK,Facebook
5696,2025-11-12,USA,Facebook
5697,2025-09-30,India,Organic
5698,2025-12-18,India,Google Ads
5699,2025-05-24,Canada,Google Ads
5700,2025-01-16,USA,Google Ads
5701,2025-10-29,Germany,Facebook
5702,2025-09-02,USA,Google Ads
5703,2025-04-17,USA,Referral
5704,2025-03-29,India,Organic
5705,2025-05-09,Canada,Google Ads
5706,2025-12-07,Canada,Organic
5707,2025-01-04,USA,Organic
5708,2025-11-23,USA,Google Ads
5709,2025-11-02,UK,Google Ads
5710,2025-04-05,India,Google Ads
5711,2025-07-28,Germany,Google Ads
5712,2025-08-13,Germany,Organic
5713,2025-12-14,Canada,Facebook
5714,2025-11-17,India,Referral
5715,2025-02-16,Canada,Organic
5716,2025-06-30,Germany,Google Ads
5717,2025-04-16,USA,Organic
5718,2025-07-18,India,Google Ads
5719,2025-04-16,India,Google Ads
5720,2025-10-07,UK,Organic
5721,2025-09-17,USA,Facebook
5722,2025-04-18,USA,Facebook
5723,2025-01-19,Canada,Organic
5724,2025-10-23,India,Referral
5725,2025-11-02,Canada,Facebook
5726,2025-06-20,USA,Facebook
5727,2025-11-27,UK,Facebook
5728,2025-07-14,India,Organic
5729,2025-01-12,USA,Google Ads
5730,2025-07-14,UK,Referral
5731,2025-10-10,Germany,Organic
5732,2025-07-01,USA,Organic
5733,2025-11-01,Germany,Referral
5734,2025-05-24,Canada,Referral
5735,2025-11-12,Germany,Google Ads
5736,2025-07-01,USA,Google Ads
5737,2025-01-30,Germany,Organic
5738,2025-03-25,India,Referral
5739,2025-06-15,USA,Organic
5740,2025-10-11,UK,Facebook
5741,2025-10-08,Germany,Organic
5742,2025-04-06,India,Google Ads
5743,2025-09-23,Canada,Referral
5744,2025-10-25,Canada,Facebook
5745,2025-10-23,Germany,Referral
5746,2025-08-13,Canada,Facebook
5747,2025-11-29,UK,Referral
5748,2025-12-27,USA,Facebook
5749,2025-02-11,India,Organic
5750,2025-10-30,Germany,Referral
5751,2025-09-03,Canada,Organic
5752,2025-07-27,USA,Organic
5753,2025-08-25,UK,Google Ads
5754,2025-01-22,Canada,Facebook
5755,2025-07-04,Canada,Referral
5756,2025-08-30,India,Google Ads
5757,2025-12-29,UK,Organic
5758,2025-10-10,UK,Organic
5759,2025-02-10,Germany,Google Ads
5760,2025-12-02,India,Google Ads
5761,2025-06-11,Germany,Facebook
5762,2025-06-09,India,Google Ads
5763,2025-03-30,UK,Referral
5764,2025-11-18,India,Organic
5765,2025-01-12,India,Facebook
5766,2025-03-14,India,Google Ads
5767,2025-03-17,USA,Organic
5768,2025-12-12,USA,Facebook
5769,2025-07-20,UK,Google Ads
5770,2025-01-10,India,Facebook
5771,2025-12-18,UK,Referral
5772,2025-08-14,USA,Google Ads
5773,2025-06-25,India,Facebook
5774,2025-10-03,Germany,Referral
5775,2025-02-08,USA,Google Ads
5776,2025-03-01,USA,Referral
5777,2025-03-07,USA,Facebook
5778,2025-11-17,India,Google Ads
5779,2025-05-04,Canada,Google Ads
5780,2025-06-13,Germany,Google Ads
5781,2025-06-08,Germany,Google Ads
5782,2025-02-26,UK,Google Ads
5783,2025-03-19,India,Facebook
5784,2025-07-13,USA,Google Ads
5785,2025-10-12,Canada,Organic
5786,2025-01-15,India,Organic
5787,2025-01-12,India,Referral
5788,2025-04-11,Canada,Facebook
5789,2025-06-05,USA,Referral
5790,2025-12-06,India,Google Ads
5791,2025-05-05,Germany,Google Ads
5792,2025-12-25,Germany,Google Ads
5793,2025-10-07,Canada,Organic
5794,2025-04-20,USA,Referral
5795,2025-11-30,Canada,Organic
5796,2025-12-23,India,Facebook
5797,2025-05-26,Germany,Organic
5798,2025-08-04,UK,Google Ads
5799,2025-06-11,Canada,Facebook
5800,2025-05-08,UK,Facebook
5801,2025-11-10,UK,Google Ads
5802,2025-11-28,Germany,Google Ads
5803,2025-05-30,Canada,Organic
5804,2025-02-05,UK,Facebook
5805,2025-06-22,India,Facebook
5806,2025-01-22,USA,Facebook
5807,2025-07-25,USA,Referral
5808,2025-05-07,Germany,Facebook
5809,2025-12-02,Canada,Google Ads
5810,2025-12-22,Canada,Facebook
5811,2025-08-05,USA,Organic
5812,2025-04-06,India,Google Ads
5813,2025-06-13,USA,Facebook
5814,2025-05-28,USA,Facebook
5815,2025-01-18,Canada,Facebook
5816,2025-10-21,UK,Facebook
5817,2025-07-14,India,Organic
5818,2025-05-31,Canada,Referral
5819,2025-12-31,USA,Referral
5820,2025-05-03,UK,Organic
5821,2025-07-06,India,Facebook
5822,2025-05-29,Germany,Organic
5823,2025-04-14,India,Organic
5824,2025-08-31,India,Organic
5825,2025-08-19,USA,Google Ads
5826,2025-07-25,USA,Google Ads
5827,2025-07-17,Germany,Referral
5828,2025-12-03,Germany,Referral
5829,2025-03-28,Germany,Organic
5830,2025-05-22,Canada,Referral
5831,2025-11-13,Canada,Organic
5832,2025-07-18,USA,Facebook
5833,2025-02-15,USA,Facebook
5834,2025-10-15,Germany,Organic
5835,2025-01-15,Canada,Facebook
5836,2025-02-13,UK,Referral
5837,2025-06-18,Canada,Facebook
5838,2025-11-06,USA,Organic
5839,2025-02-13,Canada,Organic
5840,2025-04-08,USA,Google Ads
5841,2025-09-18,Germany,Google Ads
5842,2025-04-19,Germany,Organic
5843,2025-10-10,Germany,Google Ads
5844,2025-12-09,UK,Organic
5845,2025-04-14,UK,Google Ads
5846,2025-09-13,USA,Facebook
5847,2025-07-25,India,Google Ads
5848,2025-12-01,UK,Google Ads
5849,2025-02-12,USA,Google Ads
5850,2025-12-19,Canada,Referral
5851,2025-09-02,Germany,Facebook
5852,2025-10-14,Germany,Referral
5853,2025-12-21,Germany,Referral
5854,2025-09-30,USA,Referral
5855,2025-03-24,Germany,Facebook
5856,2025-04-20,UK,Organic
5857,2025-07-09,Canada,Google Ads
5858,2025-10-15,Germany,Google Ads
5859,2025-09-08,USA,Referral
5860,2025-07-31,Canada,Google Ads
5861,2025-10-18,Germany,Referral
5862,2025-05-13,India,Organic
5863,2025-07-20,Germany,Facebook
5864,2025-10-12,UK,Google Ads
5865,2025-11-22,Canada,Organic
5866,2025-04-05,UK,Organic
5867,2025-10-05,India,Organic
5868,2025-11-21,India,Facebook
5869,2025-08-07,UK,Google Ads
5870,2025-03-30,Canada,Facebook
5871,2025-03-13,India,Facebook
5872,2025-09-04,India,Google Ads
5873,2025-05-09,Germany,Google Ads
5874,2025-07-31,USA,Facebook
5875,2025-12-09,India,Organic
5876,2025-04-06,Canada,Organic
5877,2025-03-16,Canada,Google Ads
5878,2025-02-23,Germany,Organic
5879,2025-12-10,Canada,Organic
5880,2025-02-23,Germany,Facebook
5881,2025-08-06,India,Facebook
5882,2025-01-16,India,Facebook
5883,2025-04-09,India,Google Ads
5884,2025-01-20,India,Facebook
5885,2025-02-15,USA,Facebook
5886,2025-07-12,USA,Organic
5887,2025-02-27,India,Referral
5888,2025-04-21,Canada,Facebook
5889,2025-05-09,Germany,Organic
5890,2025-12-03,UK,Organic
5891,2025-07-13,Germany,Google Ads
5892,2025-12-06,UK,Referral
5893,2025-11-22,UK,Google Ads
5894,2025-01-08,India,Referral
5895,2025-01-29,UK,Google Ads
5896,2025-04-22,India,Facebook
5897,2025-06-10,USA,Organic
5898,2025-05-11,Canada,Referral
5899,2025-07-07,UK,Google Ads
5900,2025-06-12,Canada,Organic
5901,2025-07-16,India,Organic
5902,2025-12-30,UK,Google Ads
5903,2025-07-23,Germany,Facebook
5904,2025-07-31,USA,Facebook
5905,2025-04-19,USA,Facebook
5906,2025-10-03,UK,Organic
5907,2025-03-14,USA,Referral
5908,2025-06-16,Germany,Organic
5909,2025-09-17,Canada,Referral
5910,2025-08-31,Germany,Google Ads
5911,2025-10-02,USA,Google Ads
5912,2025-04-12,Canada,Referral
5913,2025-06-22,Germany,Referral
5914,2025-06-20,India,Google Ads
5915,2025-05-21,India,Facebook
5916,2025-07-07,Canada,Organic
5917,2025-03-27,Canada,Google Ads
5918,2025-02-21,Canada,Google Ads
5919,2025-04-21,India,Organic
5920,2025-12-31,Germany,Referral
5921,2025-12-08,Canada,Organic
5922,2025-02-12,India,Organic
5923,2025-07-30,Canada,Facebook
5924,2025-07-19,Canada,Organic
5925,2025-10-25,Canada,Google Ads
5926,2025-12-12,India,Referral
5927,2025-08-28,Germany,Facebook
5928,2025-04-25,India,Organic
5929,2025-01-26,India,Referral
5930,2025-10-26,Canada,Google Ads
5931,2025-03-18,UK,Referral
5932,2025-05-17,UK,Facebook
5933,2025-01-20,UK,Facebook
5934,2025-07-30,India,Google Ads
5935,2025-08-28,Canada,Referral
5936,2025-02-08,UK,Referral
5937,2025-09-25,USA,Google Ads
5938,2025-07-26,USA,Google Ads
5939,2025-09-24,USA,Referral
5940,2025-06-03,Germany,Google Ads
5941,2025-02-11,Canada,Organic
5942,2025-01-11,India,Organic
5943,2025-10-21,India,Referral
5944,2025-04-08,Canada,Organic
5945,2025-10-02,Germany,Facebook
5946,2025-08-18,Canada,Referral
5947,2025-08-08,Germany,Google Ads
5948,2025-03-06,UK,Google Ads
5949,2025-12-21,UK,Google Ads
5950,2025-08-20,Germany,Referral
5951,2025-11-24,Canada,Organic
5952,2025-02-21,UK,Google Ads
5953,2025-09-20,Canada,Organic
5954,2025-09-24,UK,Facebook
5955,2025-12-25,Canada,Referral
5956,2025-11-13,Canada,Google Ads
5957,2025-11-20,USA,Organic
5958,2025-06-03,Germany,Organic
5959,2025-12-24,India,Google Ads
5960,2025-05-20,Germany,Referral
5961,2025-02-20,Canada,Google Ads
5962,2025-04-27,Canada,Organic
5963,2025-02-15,Germany,Organic
5964,2025-11-05,Canada,Organic
5965,2025-03-29,UK,Google Ads
5966,2025-07-27,Canada,Referral
5967,2025-09-26,Germany,Google Ads
5968,2025-03-30,Germany,Organic
5969,2025-04-28,Germany,Organic
5970,2025-02-23,USA,Referral
5971,2025-04-26,USA,Organic
5972,2025-04-28,USA,Google Ads
5973,2025-09-17,USA,Organic
5974,2025-03-16,USA,Google Ads
5975,2025-11-01,USA,Google Ads
5976,2025-01-07,USA,Referral
5977,2025-05-02,Germany,Organic
5978,2025-01-11,India,Google Ads
5979,2025-12-14,USA,Organic
5980,2025-08-03,Germany,Google Ads
5981,2025-10-06,India,Google Ads
5982,2025-01-28,USA,Google Ads
5983,2025-08-23,India,Organic
5984,2025-11-09,India,Organic
5985,2025-01-26,UK,Organic
5986,2025-02-23,Canada,Google Ads
5987,2025-01-29,UK,Organic
5988,2025-12-19,India,Facebook
5989,2025-06-13,Germany,Facebook
5990,2025-09-27,USA,Referral
5991,2025-11-30,Canada,Facebook
5992,2025-02-04,USA,Organic
5993,2025-10-13,Germany,Referral
5994,2025-12-14,Canada,Facebook
5995,2025-09-30,UK,Organic
5996,2025-07-27,India,Organic
5997,2025-08-26,Germany,Google Ads
5998,2025-04-03,India,Organic
5999,2025-06-22,India,Organic
6000,2025-03-20,USA,Google Ads
6001,2025-04-20,Germany,Google Ads
6002,2025-08-05,India,Referral
6003,2025-12-24,UK,Organic
6004,2025-04-16,Canada,Google Ads
6005,2025-02-16,Germany,Google Ads
6006,2025-06-30,USA,Organic
6007,2025-03-05,Germany,Google Ads
6008,2025-09-03,USA,Google Ads
6009,2025-09-01,Canada,Organic
6010,2025-11-16,UK,Organic
6011,2025-03-28,India,Facebook
6012,2025-08-05,Germany,Google Ads
6013,2025-01-07,USA,Facebook
6014,2025-10-05,Canada,Google Ads
6015,2025-12-03,India,Facebook
6016,2025-07-29,Canada,Google Ads
6017,2025-06-18,UK,Google Ads
6018,2025-11-26,India,Facebook
6019,2025-05-18,India,Referral
6020,2025-11-02,India,Google Ads
6021,2025-08-18,USA,Facebook
6022,2025-11-04,India,Facebook
6023,2025-06-10,Canada,Facebook
6024,2025-01-01,USA,Organic
6025,2025-08-24,India,Facebook
6026,2025-07-07,Canada,Organic
6027,2025-01-04,Canada,Google Ads
6028,2025-05-12,Germany,Referral
6029,2025-08-06,Canada,Google Ads
6030,2025-09-17,UK,Google Ads
6031,2025-01-01,India,Google Ads
6032,2025-03-12,India,Google Ads
6033,2025-06-27,India,Facebook
6034,2025-07-08,Canada,Facebook
6035,2025-10-18,Canada,Organic
6036,2025-01-08,India,Google Ads
6037,2025-09-10,USA,Facebook
6038,2025-10-19,USA,Facebook
6039,2025-09-01,UK,Organic
6040,2025-05-03,Germany,Google Ads
6041,2025-10-26,UK,Google Ads
6042,2025-10-10,India,Facebook
6043,2025-02-01,India,Organic
6044,2025-11-30,India,Organic
6045,2025-05-26,Germany,Google Ads
6046,2025-06-05,Canada,Google Ads
6047,2025-01-16,Germany,Google Ads
6048,2025-12-21,UK,Facebook
6049,2025-02-16,Canada,Organic
6050,2025-09-08,Canada,Google Ads
6051,2025-07-06,UK,Facebook
6052,2025-01-31,Canada,Organic
6053,2025-09-17,USA,Facebook
6054,2025-01-17,UK,Google Ads
6055,2025-02-08,UK,Facebook
6056,2025-10-31,USA,Facebook
6057,2025-02-08,Germany,Referral
6058,2025-05-12,Germany,Organic
6059,2025-01-30,Germany,Google Ads
6060,2025-06-07,Canada,Google Ads
6061,2025-10-05,USA,Facebook
6062,2025-07-22,UK,Facebook
6063,2025-03-07,UK,Referral
6064,2025-04-18,UK,Facebook
6065,2025-09-25,Canada,Referral
6066,2025-08-10,Canada,Facebook
6067,2025-10-19,Germany,Referral
6068,2025-01-18,Canada,Organic
6069,2025-03-31,Germany,Organic
6070,2025-06-30,Germany,Facebook
6071,2025-09-12,UK,Organic
6072,2025-09-10,Canada,Google Ads
6073,2025-09-14,Germany,Referral
6074,2025-12-12,USA,Organic
6075,2025-03-28,USA,Facebook
6076,2025-03-31,Canada,Referral
6077,2025-08-25,UK,Referral
6078,2025-03-11,UK,Organic
6079,2025-02-13,Germany,Google Ads
6080,2025-07-19,Canada,Referral
6081,2025-06-01,USA,Organic
6082,2025-03-27,Germany,Organic
6083,2025-01-19,Germany,Referral
6084,2025-04-11,India,Google Ads
6085,2025-04-05,Canada,Google Ads
6086,2025-09-11,Germany,Organic
6087,2025-12-23,USA,Google Ads
6088,2025-01-30,India,Organic
6089,2025-09-06,USA,Google Ads
6090,2025-02-02,UK,Google Ads
6091,2025-08-17,India,Facebook
6092,2025-01-12,India,Facebook
6093,2025-04-28,Germany,Google Ads
6094,2025-12-16,UK,Google Ads
6095,2025-06-04,Germany,Facebook
6096,2025-09-03,Canada,Organic
6097,2025-11-28,USA,Referral
6098,2025-09-04,USA,Google Ads
6099,2025-01-29,Germany,Facebook
6100,2025-06-10,USA,Google Ads
6101,2025-08-23,USA,Facebook
6102,2025-07-09,Canada,Referral
6103,2025-04-27,UK,Facebook
6104,2025-09-28,India,Facebook
6105,2025-09-15,Germany,Google Ads
6106,2025-06-29,Germany,Referral
6107,2025-06-21,Canada,Facebook
6108,2025-10-01,Canada,Organic
6109,2025-09-16,India,Facebook
6110,2025-05-15,UK,Google Ads
6111,2025-06-20,Germany,Organic
6112,2025-07-29,Canada,Google Ads
6113,2025-08-24,Germany,Organic
6114,2025-07-05,USA,Organic
6115,2025-12-30,Germany,Google Ads
6116,2025-04-05,UK,Google Ads
6117,2025-01-11,UK,Organic
6118,2025-03-09,Germany,Facebook
6119,2025-07-29,USA,Google Ads
6120,2025-07-15,UK,Google Ads
6121,2025-04-08,Canada,Organic
6122,2025-04-03,Germany,Referral
6123,2025-01-22,USA,Organic
6124,2025-06-21,Canada,Facebook
6125,2025-05-14,Germany,Facebook
6126,2025-01-25,USA,Google Ads
6127,2025-07-04,Canada,Google Ads
6128,2025-03-26,UK,Organic
6129,2025-02-24,Germany,Organic
6130,2025-09-08,Germany,Organic
6131,2025-05-24,UK,Facebook
6132,2025-12-17,India,Referral
6133,2025-06-16,Canada,Referral
6134,2025-08-12,UK,Facebook
6135,2025-08-08,Germany,Google Ads
6136,2025-06-28,Canada,Facebook
6137,2025-04-29,Canada,Google Ads
6138,2025-09-22,India,Referral
6139,2025-05-30,Germany,Facebook
6140,2025-08-03,USA,Organic
6141,2025-07-16,India,Organic
6142,2025-02-11,India,Facebook
6143,2025-02-22,USA,Google Ads
6144,2025-11-26,USA,Referral
6145,2025-09-08,India,Google Ads
6146,2025-10-22,Canada,Organic
6147,2025-09-28,UK,Organic
6148,2025-05-03,UK,Google Ads
6149,2025-12-05,India,Referral
6150,2025-09-23,Canada,Facebook
6151,2025-12-14,USA,Organic
6152,2025-01-29,India,Organic
6153,2025-02-04,Germany,Facebook
6154,2025-01-06,Canada,Google Ads
6155,2025-04-21,Germany,Organic
6156,2025-10-21,Germany,Organic
6157,2025-03-18,India,Google Ads
6158,2025-12-15,Canada,Organic
6159,2025-05-27,Germany,Organic
6160,2025-03-08,Canada,Facebook
6161,2025-01-08,UK,Google Ads
6162,2025-05-02,Germany,Facebook
6163,2025-12-06,Germany,Google Ads
6164,2025-06-24,Canada,Facebook
6165,2025-06-28,UK,Referral
6166,2025-03-26,Germany,Google Ads
6167,2025-02-14,India,Google Ads
6168,2025-05-16,Canada,Organic
6169,2025-12-09,Canada,Google Ads
6170,2025-01-16,Germany,Google Ads
6171,2025-11-29,UK,Organic
6172,2025-07-14,Germany,Organic
6173,2025-01-09,USA,Organic
6174,2025-11-12,Germany,Organic
6175,2025-11-30,USA,Facebook
6176,2025-11-29,India,Referral
6177,2025-11-23,Canada,Google Ads
6178,2025-01-15,Canada,Facebook
6179,2025-11-23,UK,Facebook
6180,2025-04-12,Germany,Google Ads
6181,2025-08-14,India,Facebook
6182,2025-10-05,USA,Organic
6183,2025-04-23,UK,Facebook
6184,2025-01-01,India,Facebook
6185,2025-09-23,India,Organic
6186,2025-07-27,USA,Organic
6187,2025-04-20,USA,Google Ads
6188,2025-07-19,Canada,Facebook
6189,2025-11-02,Germany,Google Ads
6190,2025-01-12,UK,Google Ads
6191,2025-12-11,Germany,Organic
6192,2025-07-07,UK,Google Ads
6193,2025-06-03,India,Google Ads
6194,2025-11-30,USA,Google Ads
6195,2025-10-06,USA,Organic
6196,2025-06-20,India,Google Ads
6197,2025-05-14,India,Organic
6198,2025-01-25,UK,Google Ads
6199,2025-01-18,India,Organic
6200,2025-07-09,UK,Referral
6201,2025-05-21,Germany,Facebook
6202,2025-02-12,USA,Organic
6203,2025-11-30,USA,Organic
6204,2025-10-11,USA,Organic
6205,2025-05-26,Germany,Organic
6206,2025-11-11,Germany,Google Ads
6207,2025-11-15,Canada,Facebook
6208,2025-04-02,UK,Referral
6209,2025-06-28,UK,Facebook
6210,2025-02-25,Canada,Referral
6211,2025-06-04,USA,Organic
6212,2025-06-09,UK,Facebook
6213,2025-04-21,UK,Organic
6214,2025-05-17,USA,Organic
6215,2025-08-20,India,Facebook
6216,2025-08-08,India,Google Ads
6217,2025-03-09,Canada,Organic
6218,2025-10-29,Germany,Referral
6219,2025-09-06,UK,Organic
6220,2025-11-19,UK,Google Ads
6221,2025-01-06,Canada,Google Ads
6222,2025-10-07,Canada,Referral
6223,2025-04-04,UK,Google Ads
6224,2025-09-26,USA,Facebook
6225,2025-07-16,USA,Google Ads
6226,2025-01-25,Germany,Google Ads
6227,2025-05-28,UK,Facebook
6228,2025-04-28,UK,Google Ads
6229,2025-12-04,UK,Organic
6230,2025-12-04,UK,Facebook
6231,2025-03-07,Canada,Facebook
6232,2025-10-28,India,Facebook
6233,2025-06-24,UK,Referral
6234,2025-11-15,India,Organic
6235,2025-03-17,USA,Google Ads
6236,2025-04-24,Germany,Google Ads
6237,2025-04-21,USA,Organic
6238,2025-09-06,UK,Referral
6239,2025-07-22,USA,Facebook
6240,2025-05-27,Canada,Google Ads
6241,2025-02-04,India,Organic
6242,2025-11-05,UK,Organic
6243,2025-01-26,Canada,Organic
6244,2025-08-26,India,Google Ads
6245,2025-01-14,Canada,Google Ads
6246,2025-02-14,USA,Google Ads
6247,2025-08-04,UK,Google Ads
6248,2025-08-21,USA,Referral
6249,2025-07-12,Germany,Google Ads
6250,2025-02-20,UK,Organic
6251,2025-08-02,USA,Facebook
6252,2025-05-31,UK,Facebook
6253,2025-10-02,India,Referral
6254,2025-12-04,UK,Organic
6255,2025-03-17,UK,Referral
6256,2025-08-08,India,Google Ads
6257,2025-12-14,USA,Google Ads
6258,2025-07-06,UK,Google Ads
6259,2025-10-16,Canada,Google Ads
6260,2025-01-28,UK,Facebook
6261,2025-06-29,USA,Referral
6262,2025-09-10,India,Google Ads
6263,2025-05-06,USA,Referral
6264,2025-06-26,Germany,Facebook
6265,2025-02-06,UK,Organic
6266,2025-04-09,UK,Google Ads
6267,2025-04-08,India,Google Ads
6268,2025-05-07,UK,Referral
6269,2025-06-17,Canada,Google Ads
6270,2025-03-21,Canada,Organic
6271,2025-10-21,USA,Organic
6272,2025-11-29,India,Referral
6273,2025-05-06,Germany,Organic
6274,2025-12-09,USA,Google Ads
6275,2025-11-06,India,Organic
